* Project:       hupsel
* File content:  specified output data of SWAP
* File name:     hupselbrook/rswap/result_output_tz.csv
* Model version: Swap 4.2.0
* Generated at:  2023-04-21 10:03:40
*,(cm),(cm),(cm3/cm3),(g/cm3 w)
DATE,DEPTH,H,WC,CONC
2004-08-31,-1.500,-4.62666E+01, 3.15649E-01, 6.43391E-04
2004-08-31,-2.500,-4.69782E+01, 3.14294E-01, 7.69185E-04
2004-08-31,-3.500,-4.76982E+01, 3.12937E-01, 9.12121E-04
2004-08-31,-4.500,-4.84234E+01, 3.11585E-01, 1.07379E-03
2004-08-31,-5.500,-4.91508E+01, 3.10243E-01, 1.25583E-03
2004-08-31,-6.500,-4.98772E+01, 3.08918E-01, 1.45988E-03
2004-08-31,-7.500,-5.05990E+01, 3.07614E-01, 1.68763E-03
2004-08-31,-8.500,-5.13128E+01, 3.06339E-01, 1.94078E-03
2004-08-31,-9.500,-5.20148E+01, 3.05097E-01, 2.22100E-03
2004-08-31,-12.500,-5.42083E+01, 3.01299E-01, 3.14788E-03
2004-08-31,-17.500,-5.69405E+01, 2.96735E-01, 5.51932E-03
2004-08-31,-22.500,-5.85708E+01, 2.94096E-01, 8.82144E-03
2004-08-31,-27.500,-5.89990E+01, 2.93413E-01, 1.29192E-02
2004-08-31,-32.500,-5.68158E+01, 2.52557E-01, 1.73097E-02
2004-08-31,-37.500,-5.33020E+01, 2.60845E-01, 2.23885E-02
2004-08-31,-42.500,-4.92938E+01, 2.70762E-01, 2.83377E-02
2004-08-31,-47.500,-4.49486E+01, 2.82039E-01, 3.56631E-02
2004-08-31,-52.500,-4.03727E+01, 2.94437E-01, 4.50898E-02
2004-08-31,-57.500,-3.56407E+01, 3.07683E-01, 5.77579E-02
2004-08-31,-65.000,-2.83672E+01, 3.28326E-01, 8.40750E-02
2004-08-31,-75.000,-1.84688E+01, 3.54595E-01, 1.55387E-01
2004-08-31,-85.000,-8.48986E+00, 3.73920E-01, 3.10258E-01
2004-08-31,-95.000, 1.51014E+00, 3.80000E-01, 6.73096E-01
2004-08-31,-105.000, 1.15101E+01, 3.80000E-01, 1.53100E+00
2004-08-31,-115.000, 2.15101E+01, 3.80000E-01, 3.27360E+00
2004-08-31,-125.000, 3.15101E+01, 3.80000E-01, 6.01303E+00
2004-08-31,-135.000, 4.15101E+01, 3.80000E-01, 9.21239E+00
2004-08-31,-145.000, 5.15101E+01, 3.80000E-01, 1.11864E+01
2004-08-31,-155.000, 6.15101E+01, 3.80000E-01, 1.03382E+01
2004-08-31,-165.000, 7.15101E+01, 3.80000E-01, 6.98397E+00
2004-08-31,-175.000, 8.15101E+01, 3.80000E-01, 3.25162E+00
2004-08-31,-185.000, 9.15101E+01, 3.80000E-01, 9.33689E-01
2004-08-31,-195.000, 1.01510E+02, 3.80000E-01, 1.24788E-01
2004-09-30,-.500,-8.02200E+01, 2.64182E-01, 8.65749E-04
2004-09-30,-1.500,-7.94295E+01, 2.65129E-01, 1.03224E-03
2004-09-30,-2.500,-7.86371E+01, 2.66087E-01, 1.20952E-03
2004-09-30,-3.500,-7.78434E+01, 2.67057E-01, 1.40064E-03
2004-09-30,-4.500,-7.70488E+01, 2.68039E-01, 1.60884E-03
2004-09-30,-5.500,-7.62538E+01, 2.69031E-01, 1.83716E-03
2004-09-30,-6.500,-7.54586E+01, 2.70033E-01, 2.08812E-03
2004-09-30,-7.500,-7.46633E+01, 2.71047E-01, 2.36360E-03
2004-09-30,-8.500,-7.38681E+01, 2.72071E-01, 2.66483E-03
2004-09-30,-9.500,-7.30729E+01, 2.73105E-01, 2.99240E-03
2004-09-30,-12.500,-7.06732E+01, 2.76296E-01, 4.05453E-03
2004-09-30,-17.500,-6.66865E+01, 2.81832E-01, 6.55271E-03
2004-09-30,-22.500,-6.26546E+01, 2.87749E-01, 9.77203E-03
2004-09-30,-27.500,-5.85369E+01, 2.94150E-01, 1.35685E-02
2004-09-30,-32.500,-5.40118E+01, 2.59140E-01, 1.76454E-02
2004-09-30,-37.500,-4.93033E+01, 2.70738E-01, 2.24667E-02
2004-09-30,-42.500,-4.45235E+01, 2.83170E-01, 2.83274E-02
2004-09-30,-47.500,-3.96807E+01, 2.96352E-01, 3.56449E-02
2004-09-30,-52.500,-3.47871E+01, 3.10103E-01, 4.51088E-02
2004-09-30,-57.500,-2.98549E+01, 3.24123E-01, 5.77150E-02
2004-09-30,-65.000,-2.24109E+01, 3.44640E-01, 8.35612E-02
2004-09-30,-75.000,-1.24321E+01, 3.67556E-01, 1.52241E-01
2004-09-30,-85.000,-2.43451E+00, 3.79456E-01, 3.02107E-01
2004-09-30,-95.000, 7.56549E+00, 3.80000E-01, 6.66125E-01
2004-09-30,-105.000, 1.75655E+01, 3.80000E-01, 1.53100E+00
2004-09-30,-115.000, 2.75655E+01, 3.80000E-01, 3.27360E+00
2004-09-30,-125.000, 3.75655E+01, 3.80000E-01, 6.01303E+00
2004-09-30,-135.000, 4.75655E+01, 3.80000E-01, 9.21239E+00
2004-09-30,-145.000, 5.75655E+01, 3.80000E-01, 1.11864E+01
2004-09-30,-155.000, 6.75655E+01, 3.80000E-01, 1.03382E+01
2004-09-30,-165.000, 7.75655E+01, 3.80000E-01, 6.98397E+00
2004-09-30,-175.000, 8.75655E+01, 3.80000E-01, 3.25162E+00
2004-09-30,-185.000, 9.75655E+01, 3.80000E-01, 9.33689E-01
2004-09-30,-195.000, 1.07565E+02, 3.80000E-01, 1.24788E-01
2004-10-31,-.500,-8.30489E+01, 2.60871E-01, 1.33005E-03
2004-10-31,-1.500,-8.19079E+01, 2.62192E-01, 1.35878E-03
2004-10-31,-2.500,-8.07982E+01, 2.63495E-01, 1.56136E-03
2004-10-31,-3.500,-7.97185E+01, 2.64781E-01, 1.81267E-03
2004-10-31,-4.500,-7.86672E+01, 2.66051E-01, 2.08953E-03
2004-10-31,-5.500,-7.76427E+01, 2.67304E-01, 2.38904E-03
2004-10-31,-6.500,-7.66436E+01, 2.68543E-01, 2.70690E-03
2004-10-31,-7.500,-7.56683E+01, 2.69768E-01, 3.04456E-03
2004-10-31,-8.500,-7.47152E+01, 2.70980E-01, 3.40982E-03
2004-10-31,-9.500,-7.37829E+01, 2.72181E-01, 3.80309E-03
2004-10-31,-12.500,-7.10369E+01, 2.75806E-01, 5.06402E-03
2004-10-31,-17.500,-6.68469E+01, 2.81603E-01, 7.87909E-03
2004-10-31,-22.500,-6.28604E+01, 2.87439E-01, 1.12668E-02
2004-10-31,-27.500,-5.89275E+01, 2.93526E-01, 1.50151E-02
2004-10-31,-32.500,-5.45532E+01, 2.57850E-01, 1.89481E-02
2004-10-31,-37.500,-4.99539E+01, 2.69096E-01, 2.36242E-02
2004-10-31,-42.500,-4.52626E+01, 2.81207E-01, 2.94795E-02
2004-10-31,-47.500,-4.04867E+01, 2.94123E-01, 3.68761E-02
2004-10-31,-52.500,-3.56405E+01, 3.07684E-01, 4.63840E-02
2004-10-31,-57.500,-3.07401E+01, 3.21611E-01, 5.88982E-02
2004-10-31,-65.000,-2.33236E+01, 3.42218E-01, 8.42182E-02
2004-10-31,-75.000,-1.33569E+01, 3.65797E-01, 1.51152E-01
2004-10-31,-85.000,-3.36147E+00, 3.78981E-01, 2.99654E-01
2004-10-31,-95.000, 6.63853E+00, 3.80000E-01, 6.66125E-01
2004-10-31,-105.000, 1.66385E+01, 3.80000E-01, 1.53100E+00
2004-10-31,-115.000, 2.66385E+01, 3.80000E-01, 3.27360E+00
2004-10-31,-125.000, 3.66385E+01, 3.80000E-01, 6.01303E+00
2004-10-31,-135.000, 4.66385E+01, 3.80000E-01, 9.21239E+00
2004-10-31,-145.000, 5.66385E+01, 3.80000E-01, 1.11864E+01
2004-10-31,-155.000, 6.66385E+01, 3.80000E-01, 1.03382E+01
2004-10-31,-165.000, 7.66385E+01, 3.80000E-01, 6.98397E+00
2004-10-31,-175.000, 8.66385E+01, 3.80000E-01, 3.25162E+00
2004-10-31,-185.000, 9.66385E+01, 3.80000E-01, 9.33689E-01
2004-10-31,-195.000, 1.06639E+02, 3.80000E-01, 1.24788E-01
2004-11-30,-.500,-6.19711E+01, 2.88786E-01, 2.67129E-04
2004-11-30,-1.500,-6.09443E+01, 2.90362E-01, 3.00807E-04
2004-11-30,-2.500,-5.99348E+01, 2.91935E-01, 3.59412E-04
2004-11-30,-3.500,-5.89417E+01, 2.93504E-01, 4.20393E-04
2004-11-30,-4.500,-5.79643E+01, 2.95070E-01, 4.87175E-04
2004-11-30,-5.500,-5.70016E+01, 2.96635E-01, 5.61218E-04
2004-11-30,-6.500,-5.60528E+01, 2.98198E-01, 6.43027E-04
2004-11-30,-7.500,-5.51170E+01, 2.99761E-01, 7.33096E-04
2004-11-30,-8.500,-5.41934E+01, 3.01324E-01, 8.31883E-04
2004-11-30,-9.500,-5.32811E+01, 3.02890E-01, 9.39773E-04
2004-11-30,-12.500,-5.05656E+01, 3.07674E-01, 1.29155E-03
2004-11-30,-17.500,-4.62556E+01, 3.15670E-01, 2.20968E-03
2004-11-30,-22.500,-4.20539E+01, 3.23967E-01, 3.55911E-03
2004-11-30,-27.500,-3.78841E+01, 3.32715E-01, 5.42978E-03
2004-11-30,-32.500,-3.32918E+01, 3.14352E-01, 7.86926E-03
2004-11-30,-37.500,-2.85591E+01, 3.27785E-01, 1.11037E-02
2004-11-30,-42.500,-2.37900E+01, 3.40967E-01, 1.53216E-02
2004-11-30,-47.500,-1.89846E+01, 3.53347E-01, 2.07860E-02
2004-11-30,-52.500,-1.41455E+01, 3.64226E-01, 2.78687E-02
2004-11-30,-57.500,-9.27672E+00, 3.72807E-01, 3.70581E-02
2004-11-30,-65.000,-1.92449E+00, 3.79656E-01, 5.47213E-02
2004-11-30,-75.000, 7.91815E+00, 3.80000E-01, 1.01666E-01
2004-11-30,-85.000, 1.77796E+01, 3.80000E-01, 2.04529E-01
2004-11-30,-95.000, 2.76527E+01, 3.80000E-01, 4.54755E-01
2004-11-30,-105.000, 3.75373E+01, 3.80000E-01, 1.06881E+00
2004-11-30,-115.000, 4.74334E+01, 3.80000E-01, 2.40368E+00
2004-11-30,-125.000, 5.73411E+01, 3.80000E-01, 4.73313E+00
2004-11-30,-135.000, 6.72603E+01, 3.80000E-01, 7.81897E+00
2004-11-30,-145.000, 7.71910E+01, 3.80000E-01, 1.03298E+01
2004-11-30,-155.000, 8.71333E+01, 3.80000E-01, 1.04504E+01
2004-11-30,-165.000, 9.70871E+01, 3.80000E-01, 7.75074E+00
2004-11-30,-175.000, 1.07053E+02, 3.80000E-01, 3.96558E+00
2004-11-30,-185.000, 1.17029E+02, 3.80000E-01, 1.25142E+00
2004-11-30,-195.000, 1.27018E+02, 3.80000E-01, 1.83762E-01
2004-12-31,-.500,-5.70931E+01, 2.96485E-01, 9.26419E-05
2004-12-31,-1.500,-5.64343E+01, 2.97567E-01, 1.11464E-04
2004-12-31,-2.500,-5.57695E+01, 2.98669E-01, 1.32452E-04
2004-12-31,-3.500,-5.50988E+01, 2.99792E-01, 1.55835E-04
2004-12-31,-4.500,-5.44221E+01, 3.00935E-01, 1.81875E-04
2004-12-31,-5.500,-5.37395E+01, 3.02101E-01, 2.10849E-04
2004-12-31,-6.500,-5.30512E+01, 3.03288E-01, 2.43036E-04
2004-12-31,-7.500,-5.23570E+01, 3.04497E-01, 2.78714E-04
2004-12-31,-8.500,-5.16573E+01, 3.05728E-01, 3.18162E-04
2004-12-31,-9.500,-5.09519E+01, 3.06982E-01, 3.61664E-04
2004-12-31,-12.500,-4.87957E+01, 3.10897E-01, 5.05238E-04
2004-12-31,-17.500,-4.51056E+01, 3.17891E-01, 9.00515E-04
2004-12-31,-22.500,-4.12953E+01, 3.25519E-01, 1.51641E-03
2004-12-31,-27.500,-3.73716E+01, 3.33826E-01, 2.42544E-03
2004-12-31,-32.500,-3.28609E+01, 3.15578E-01, 3.69821E-03
2004-12-31,-37.500,-2.81625E+01, 3.28902E-01, 5.51033E-03
2004-12-31,-42.500,-2.34131E+01, 3.41979E-01, 8.03223E-03
2004-12-31,-47.500,-1.86188E+01, 3.54234E-01, 1.14550E-02
2004-12-31,-52.500,-1.37858E+01, 3.64950E-01, 1.59957E-02
2004-12-31,-57.500,-8.92033E+00, 3.73322E-01, 2.18877E-02
2004-12-31,-65.000,-1.57067E+00, 3.79768E-01, 3.30440E-02
2004-12-31,-75.000, 8.26903E+00, 3.80000E-01, 6.06721E-02
2004-12-31,-85.000, 1.81267E+01, 3.80000E-01, 1.20681E-01
2004-12-31,-95.000, 2.79962E+01, 3.80000E-01, 2.67220E-01
2004-12-31,-105.000, 3.78776E+01, 3.80000E-01, 6.41941E-01
2004-12-31,-115.000, 4.77709E+01, 3.80000E-01, 1.53205E+00
2004-12-31,-125.000, 5.76760E+01, 3.80000E-01, 3.29525E+00
2004-12-31,-135.000, 6.75930E+01, 3.80000E-01, 6.02006E+00
2004-12-31,-145.000, 7.75218E+01, 3.80000E-01, 8.89073E+00
2004-12-31,-155.000, 8.74625E+01, 3.80000E-01, 1.01382E+01
2004-12-31,-165.000, 9.74151E+01, 3.80000E-01, 8.51516E+00
2004-12-31,-175.000, 1.07379E+02, 3.80000E-01, 4.94380E+00
2004-12-31,-185.000, 1.17356E+02, 3.80000E-01, 1.77139E+00
2004-12-31,-195.000, 1.27344E+02, 3.80000E-01, 2.95325E-01
